City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
499,Nicoya,CR,80.55,overcast clouds,10.1483,-85.452,Las Cabinas Del Sueño
502,Dunedin,NZ,58.8,broken clouds,-45.8742,170.5036,Scenic Hotel Southern Cross
503,Suzaka,JP,62.1,broken clouds,36.65,138.3167,Kura
505,Jungapeo,MX,70.81,scattered clouds,19.45,-100.4833,Hotel Xungapety
506,Florianopolis,BR,66.36,broken clouds,-27.6146,-48.5012,Hotel Boutique Quinta das Videiras
507,Sabang,ID,84.09,overcast clouds,5.8933,95.3214,Hotel Citra
508,Coahuayana,MX,71.65,few clouds,18.7333,-103.6833,El rranchito michuacan de ocampos
509,Chengde,CN,58.75,clear sky,40.9725,117.9361,Super 8 Hotel
510,Boralday,KZ,64.26,broken clouds,43.3578,76.8594,"Zhetysu, Too Zhetysu"
511,Seminole,US,72.5,clear sky,28.7086,-81.2081,Ono Hot Dog Cart and Catering
513,Bontang,ID,85.5,scattered clouds,0.1333,117.5,KOPKAR Hotel Bintang Sintuk
514,Santa Isabel Do Rio Negro,BR,70.2,overcast clouds,-0.4139,-65.0192,Hotel GSA
516,Quijingue,BR,67.08,broken clouds,-10.7525,-39.2092,Pousada Sabor Da Terra
517,Balabac,PH,85.39,overcast clouds,7.9868,117.0645,Batalla’s Lodging House
518,Pacific Grove,US,59.81,clear sky,36.6177,-121.9166,Lovers Point Inn
520,Anastacio,BR,80.44,overcast clouds,-20.4836,-55.8069,HOTEL ARARAS
521,Crossville,US,63.23,few clouds,35.949,-85.0269,Hampton Inn Crossville
522,Hakui,JP,61.25,overcast clouds,36.8833,136.7833,KYUKAMURA NOTO-CHIRIHAMA
523,Port Macquarie,AU,77.9,overcast clouds,-31.4333,152.9167,Rydges Port Macquarie
524,Acapulco,MX,80.42,scattered clouds,16.8634,-99.8901,HS Hotsson Smart Acapulco
525,Kirando,TZ,71.04,light rain,-7.4167,30.6,Lakeshore Lodge
528,Ganzhou,CN,60.58,heavy intensity rain,28.8184,115.4327,Zhanqian Grand Hotel
529,Bengkulu,ID,83.71,few clouds,-3.8004,102.2655,Grage Hotel Bengkulu
530,Isiolo,KE,65.25,overcast clouds,0.3546,37.5822,Gaddisa Hotel
531,Caucaia,BR,75.15,heavy intensity rain,-3.7361,-38.6531,M.O.S. Logística - Filial Fortaleza
532,Touros,BR,75.78,overcast clouds,-5.1989,-35.4608,INN NEW HORIZON
533,Boyolangu,ID,85.68,scattered clouds,-8.1181,111.8935,Yos ega cv
537,Saint Anthony,US,54.05,overcast clouds,45.0205,-93.218,Holiday Inn Express Roseville-St. Paul
539,Jakar,BT,54.73,overcast clouds,27.5492,90.7525,Wangchuk Lodge Bumthang དབང་ཕྱུག་ཟ་ཁང་ བུམ་ཐང་།
544,Lengshuijiang,CN,56.08,light rain,27.6881,111.4294,Sheraton
545,Honiara,SB,83.93,overcast clouds,-9.4333,159.95,Heritage Park Hotel
546,Upata,VE,75.2,broken clouds,8.0086,-62.3989,Posada Villa Nela
549,Greymouth,NZ,59.77,broken clouds,-42.4667,171.2,Copthorne Hotel Greymouth
550,Wajir,KE,80.56,broken clouds,1.7471,40.0573,Al-bustan Hotel And Restaurant.
551,Nakonde,ZM,57.25,overcast clouds,-9.3421,32.745,Masahani Inn Hotel
553,Vila Do Maio,CV,68.79,clear sky,15.1333,-23.2167,Hotel Marilu
557,Nouadhibou,MR,62.58,scattered clouds,20.931,-17.0347,El Medina
558,Caravelas,BR,73.94,clear sky,-17.7125,-39.2481,Pousada dos Navegantes
559,Bose,IT,58.21,overcast clouds,45.4612,8.0137,Locanda Borgo Antico
561,Missungwi,TZ,63.84,broken clouds,-2.85,33.0833,Sundi Bar and Lodge
562,Cabra,ES,52.47,clear sky,37.4725,-4.4421,MS Fuente Las Piedras
565,Novobirilyussy,RU,62.65,overcast clouds,56.9514,90.6661,Gostinitsa
566,Saldanha,ZA,50.05,broken clouds,-33.0117,17.9442,Blue Bay Lodge
567,Urumqi,CN,68.95,clear sky,43.801,87.6005,Hua Ling Grand Hotel Urumqi
568,San Ramon,US,64.62,clear sky,37.7799,-121.978,San Ramon Marriott
571,Saint-Paul,RE,75.74,clear sky,-21.0096,55.2707,Boucan Canot
572,Toamasina,MG,68.0,few clouds,-18.1667,49.3833,Hotel H1
574,Yaguajay,CU,72.77,clear sky,22.3272,-79.2378,Hostal La Terraza
575,Griffith,US,60.73,overcast clouds,41.5284,-87.4237,Apartment above Depot Bar
577,Coracao De Jesus,BR,64.99,clear sky,-16.6853,-44.365,Hotel Neves
579,Hamilton,US,65.43,overcast clouds,39.1834,-84.5333,Six Acres Bed & Breakfast
580,Bombay,IN,87.78,haze,19.0144,72.8479,Hotel Avon Ruby-Dadar
581,Jalu,LY,64.29,clear sky,29.0331,21.5482,صاحبة الفخامة
582,Ningyang,CN,69.71,overcast clouds,35.7642,116.7914,Chong'er Guesthouse
583,Lufilufi,WS,89.38,broken clouds,-13.8745,-171.5986,Leuaina Beach Resort and Spa
584,Todos Santos,MX,63.66,few clouds,23.45,-110.2167,Hotel California Todos Santos
586,Chazuta,PE,73.15,overcast clouds,-6.5742,-76.1367,Cáliz Hostel Chazuta
588,Aldergrove,CA,56.68,overcast clouds,49.058,-122.4709,Best Western Plus Country Meadows Inn
589,Camapua,BR,74.12,broken clouds,-19.5314,-54.0439,Comercial Estrela
590,Manta,EC,76.78,broken clouds,-0.95,-80.7333,Balandra Hotel
591,Tocache,PE,69.19,overcast clouds,-8.1842,-76.5125,Residencial JATER
592,Nishihara,JP,76.28,overcast clouds,26.1842,127.7558,Minshuku Agaihama
593,Lamu,KE,80.82,broken clouds,-2.2717,40.902,Lamu House
595,Ha Tinh,VN,83.25,overcast clouds,18.3333,105.9,Phú Quý
596,Poso,ID,85.1,light rain,-1.3959,120.7524,Hotel 77 Poso
597,Auki,SB,83.3,overcast clouds,-8.7676,160.7034,Auki Motel
598,San Cristobal,VE,73.58,broken clouds,7.7669,-72.225,Pirineos
599,Laguna,US,73.58,clear sky,38.421,-121.4238,"Holiday Inn Express & Suites Elk Grove Central - Hwy 99, an IHG Hotel"
602,Bogalusa,US,68.86,clear sky,30.791,-89.8487,Traveler's Rest Motel
603,Lata,PT,55.08,clear sky,40.1629,-8.3327,Casa Maquia
604,Moree,AU,77.02,light rain,-29.4667,149.85,Molika Springs Motel
605,Pitimbu,BR,73.99,overcast clouds,-7.4706,-34.8086,Reserva do Abiaí
607,Puerto Plata,DO,75.11,scattered clouds,19.7934,-70.6884,Be Live Collection Marien
608,Casale Monferrato,IT,56.43,overcast clouds,45.1334,8.4571,Hotel Candiani
610,Camacha,PT,58.42,few clouds,33.0833,-16.3333,Hotel Porto Santo & Spa
612,Tera,NE,86.79,overcast clouds,14.0078,0.7531,Hotel Dar es salam
613,Mancio Lima,BR,71.67,light rain,-7.6142,-72.8958,Motel Asas Do Desejo
614,Jiayuguan,CN,51.03,broken clouds,39.8167,98.3,Jiugang Hotel - Jiayuguan
615,Lompoc,US,62.94,clear sky,34.6391,-120.4579,"Holiday Inn Express Lompoc, an IHG Hotel"
616,Campo Formoso,BR,66.51,overcast clouds,-10.5075,-40.3214,Hotel Rio das Pedras
618,Kawalu,ID,85.82,broken clouds,-7.3817,108.2082,West Jontor
619,Pandan,PH,85.73,overcast clouds,14.0453,124.1694,Bonifacio Lodge
622,Hwange,ZW,57.54,clear sky,-18.3693,26.5019,Hwange Colliery Guest House
623,Bani,DO,75.85,broken clouds,18.2833,-70.3333,Hospedaje Henriquez
626,Mersing,MY,87.71,scattered clouds,2.4312,103.8405,Timotel Hotel
627,Tamayo,DO,75.07,broken clouds,18.3947,-71.2029,Hotel del Valle
629,Puerto Madryn,AR,50.63,broken clouds,-42.7692,-65.0385,Hotel Tolosa
632,Kieta,PG,83.98,light rain,-6.2167,155.6333,Uruna Bay Retreat
633,Damietta,EG,68.04,scattered clouds,31.4165,31.8133,SULIMAN INN
635,Morondava,MG,74.61,clear sky,-20.2833,44.2833,La Case Bambou
637,Coos Bay,US,53.31,mist,43.3665,-124.2179,Best Western Holiday Hotel
639,Moussoro,TD,87.17,broken clouds,13.6408,16.4901,Hôtel Salama
640,Adeje,ES,64.02,clear sky,28.1227,-16.726,Gran Tacande Wellness & Relax
642,Talavera De La Reina,ES,54.01,broken clouds,39.9635,-4.8308,Be Live City Center Talavera
645,Karangampel,ID,84.87,scattered clouds,-6.4622,108.4519,ROOFTOP WAG ALL
646,Wanning,CN,79.68,overcast clouds,18.8003,110.3967,Paradise Hotel
647,Cairns,AU,82.06,light rain,-16.9167,145.7667,Mantra Trilogy Cairns
649,Prince Rupert,CA,50.09,clear sky,54.3161,-130.3201,Crest Hotel
651,Ujjain,IN,89.37,clear sky,23.1833,75.7667,SPOT ON 69320 Hotel New Neha Palace
654,Huarmey,PE,67.1,overcast clouds,-10.0681,-78.1522,Hotel Miramar
